complaint_id,train_id,zone,category,filed_date,resolved_date,sla_target_days,resolved_in_days,met_sla
C01119,T0139,WR,Cleanliness,2024-10-07,2024-10-11,3,4,0
C01120,T0063,SCR,Coach Maintenance,2025-12-11,2025-12-12,5,1,1
C01121,T0054,CR,Catering,2024-10-27,2024-10-28,5,1,1
C01122,T0010,CR,Security,2025-08-11,2025-08-14,3,3,1
C01123,T0110,SER,Cleanliness,2024-02-19,2024-02-27,5,8,0
C01124,T0074,WR,Coach Maintenance,2024-09-28,2024-09-29,10,1,1
C01125,T0059,SER,Coach Maintenance,2025-02-06,2025-02-16,7,10,0
C01126,T0114,ER,Punctuality,2024-12-08,2024-12-11,7,3,1
C01127,T0045,SER,Staff Behavior,2024-05-08,2024-05-17,7,9,0
C01128,T0010,CR,Cleanliness,2025-01-21,2025-01-25,10,4,1
C01129,T0113,CR,Security,2024-09-23,2024-09-25,5,2,1
C01130,T0096,SR,Water Availability,2024-06-11,2024-06-18,5,7,0
C01131,T0071,WR,Staff Behavior,2025-01-25,2025-02-05,10,11,0
C01132,T0036,CR,Water Availability,2024-01-16,2024-01-25,5,9,0
C01133,T0063,SCR,Cleanliness,2024-10-06,2024-10-17,10,11,0
C01134,T0088,ER,Coach Maintenance,2024-06-16,2024-06-21,10,5,1
C01135,T0136,NR,Catering,2025-06-13,2025-06-22,5,9,0
C01136,T0149,NER,Cleanliness,2025-06-04,2025-06-09,10,5,1
C01137,T0143,SCR,Staff Behavior,2024-12-15,2024-12-26,10,11,0
C01138,T0022,ER,Water Availability,2024-05-01,2024-05-06,7,5,1
C01139,T0005,SCR,Security,2025-06-27,2025-07-01,7,4,1
C01140,T0017,SCR,Cleanliness,2024-04-22,2024-04-27,10,5,1
C01141,T0032,NER,Punctuality,2025-03-08,2025-03-19,7,11,0
C01142,T0003,WR,Catering,2025-09-27,2025-10-02,3,5,0
C01143,T0084,NER,Security,2025-08-12,2025-08-17,7,5,1
C01144,T0133,SER,Coach Maintenance,2025-11-25,2025-11-29,5,4,1
C01145,T0116,NR,Punctuality,2025-08-18,2025-08-25,7,7,1
C01146,T0125,WR,Punctuality,2025-12-12,2025-12-14,5,2,1
C01147,T0007,NER,Catering,2024-05-13,2024-05-19,7,6,1
C01148,T0052,CR,Cleanliness,2025-05-16,2025-05-23,10,7,1
C01149,T0132,SCR,Coach Maintenance,2025-01-12,2025-01-19,10,7,1
C01150,T0031,WR,Coach Maintenance,2024-03-20,2024-03-23,10,3,1
C01151,T0055,SR,Cleanliness,2024-07-04,2024-07-06,10,2,1
C01152,T0132,SCR,Catering,2025-06-21,2025-06-30,10,9,1
C01153,T0116,NR,Water Availability,2025-11-02,2025-11-05,5,3,1
C01154,T0115,NR,Punctuality,2025-12-05,2025-12-11,10,6,1
C01155,T0063,SCR,Security,2024-06-28,2024-06-29,7,1,1
C01156,T0132,SCR,Cleanliness,2025-05-06,2025-05-19,10,13,0
C01157,T0047,SR,Cleanliness,2024-05-20,2024-05-22,7,2,1
C01158,T0123,SR,Staff Behavior,2024-01-26,2024-02-01,5,6,0
C01159,T0114,ER,Staff Behavior,2025-06-04,2025-06-12,10,8,1
C01160,T0033,SR,Punctuality,2025-05-26,2025-06-04,5,9,0
C01161,T0020,NR,Staff Behavior,2025-12-23,2026-01-05,10,13,0
C01162,T0124,NR,Coach Maintenance,2025-02-10,2025-02-15,5,5,1
C01163,T0032,NER,Punctuality,2025-02-16,2025-02-27,7,11,0
C01164,T0076,SCR,Punctuality,2024-09-28,2024-10-07,10,9,1
C01165,T0013,SER,Catering,2025-12-27,2025-12-29,10,2,1
C01166,T0049,SER,Cleanliness,2024-11-05,2024-11-11,5,6,0
C01167,T0131,NR,Coach Maintenance,2024-12-18,2024-12-30,7,12,0
C01168,T0133,SER,Staff Behavior,2024-04-04,2024-04-12,7,8,0
C01169,T0115,NR,Water Availability,2025-11-25,2025-12-03,3,8,0
C01170,T0097,WR,Catering,2024-06-24,2024-07-09,10,15,0
C01171,T0001,SR,Cleanliness,2025-12-24,2026-01-08,10,15,0
C01172,T0071,WR,Catering,2024-03-06,2024-03-08,10,2,1
C01173,T0098,CR,Cleanliness,2025-06-24,2025-07-02,10,8,1
C01174,T0125,WR,Coach Maintenance,2025-01-04,2025-01-09,3,5,0
C01175,T0023,SER,Water Availability,2024-06-01,2024-06-13,10,12,0
C01176,T0096,SR,Punctuality,2024-06-09,2024-06-15,7,6,1
C01177,T0144,CR,Cleanliness,2025-02-14,2025-02-24,5,10,0
C01178,T0085,NR,Coach Maintenance,2024-02-02,2024-02-07,7,5,1
C01179,T0110,SER,Security,2025-05-02,2025-05-12,10,10,1
C01180,T0081,NER,Security,2025-06-08,2025-06-10,3,2,1
C01181,T0115,NR,Cleanliness,2024-10-09,2024-10-18,10,9,1
C01182,T0122,WR,Punctuality,2025-11-30,2025-12-11,7,11,0
C01183,T0013,SER,Cleanliness,2024-08-30,2024-09-04,3,5,0
C01184,T0138,ER,Water Availability,2025-06-08,2025-06-09,3,1,1
C01185,T0095,CR,Security,2024-02-16,2024-02-23,7,7,1
C01186,T0120,WR,Cleanliness,2024-12-15,2024-12-22,3,7,0
C01187,T0053,SCR,Coach Maintenance,2025-02-06,2025-02-12,3,6,0
C01188,T0133,SER,Coach Maintenance,2024-02-13,2024-02-22,7,9,0
C01189,T0110,SER,Punctuality,2025-11-30,2025-12-11,10,11,0
C01190,T0032,NER,Punctuality,2025-04-01,2025-04-08,10,7,1
C01191,T0119,CR,Catering,2024-07-16,2024-07-19,10,3,1
C01192,T0132,SCR,Security,2024-03-19,2024-03-25,3,6,0
C01193,T0123,SR,Punctuality,2024-04-13,2024-04-15,10,2,1
C01194,T0137,NER,Security,2024-05-21,2024-05-25,5,4,1
C01195,T0149,NER,Catering,2025-03-31,2025-04-07,3,7,0
C01196,T0063,SCR,Catering,2024-12-03,2024-12-06,10,3,1
C01197,T0106,WR,Punctuality,2025-05-31,2025-06-08,3,8,0
C01198,T0023,SER,Coach Maintenance,2024-12-28,2025-01-05,5,8,0
C01199,T0033,SR,Security,2025-03-20,2025-03-26,7,6,1
C01200,T0020,NR,Cleanliness,2024-03-20,2024-03-22,5,2,1
C01201,T0086,SCR,Catering,2025-01-09,2025-01-15,10,6,1
C01202,T0068,SR,Security,2025-06-23,2025-06-27,7,4,1
C01203,T0150,NER,Coach Maintenance,2025-02-14,2025-02-17,3,3,1
C01204,T0060,SR,Punctuality,2025-08-17,2025-08-22,3,5,0
C01205,T0038,ER,Punctuality,2025-03-28,2025-04-06,7,9,0
C01206,T0135,SR,Punctuality,2025-06-23,2025-06-26,10,3,1
C01207,T0129,SR,Coach Maintenance,2025-03-26,2025-03-30,3,4,0
C01208,T0125,WR,Staff Behavior,2025-06-28,2025-07-02,7,4,1
C01209,T0131,NR,Coach Maintenance,2025-11-03,2025-11-11,7,8,0
C01210,T0002,SR,Water Availability,2024-01-11,2024-01-17,3,6,0
C01211,T0040,CR,Cleanliness,2025-07-06,2025-07-15,7,9,0
C01212,T0067,WR,Security,2024-08-17,2024-08-20,10,3,1
C01213,T0003,WR,Security,2024-04-25,2024-05-03,10,8,1
C01214,T0020,NR,Cleanliness,2024-04-04,2024-04-12,3,8,0
C01215,T0003,WR,Cleanliness,2025-05-09,2025-05-14,3,5,0
C01216,T0091,CR,Staff Behavior,2025-03-06,2025-03-11,7,5,1
C01217,T0098,CR,Coach Maintenance,2024-11-23,2024-11-27,7,4,1
C01218,T0106,WR,Coach Maintenance,2025-05-04,2025-05-16,7,12,0
C01219,T0092,NR,Coach Maintenance,2025-12-08,2025-12-16,10,8,1
C01220,T0055,SR,Catering,2025-07-07,2025-07-09,5,2,1
C01221,T0066,WR,Coach Maintenance,2024-09-30,2024-10-10,7,10,0
C01222,T0097,WR,Water Availability,2025-04-29,2025-05-03,7,4,1
C01223,T0087,NR,Staff Behavior,2024-09-01,2024-09-12,10,11,0
C01224,T0024,NR,Coach Maintenance,2024-01-31,2024-02-07,3,7,0
C01225,T0097,WR,Punctuality,2025-09-25,2025-09-29,10,4,1
C01226,T0107,WR,Punctuality,2024-11-26,2024-11-30,3,4,0
C01227,T0083,ER,Cleanliness,2025-07-03,2025-07-06,3,3,1
C01228,T0042,NR,Coach Maintenance,2024-08-24,2024-09-06,10,13,0
C01229,T0015,NER,Catering,2025-06-01,2025-06-03,7,2,1
C01230,T0146,WR,Catering,2024-10-09,2024-10-12,3,3,1
C01231,T0018,NR,Staff Behavior,2024-05-10,2024-05-15,3,5,0
C01232,T0075,SR,Catering,2025-12-21,2026-01-04,10,14,0
C01233,T0037,SR,Coach Maintenance,2025-09-13,2025-09-20,3,7,0
C01234,T0069,CR,Water Availability,2025-06-12,2025-06-14,10,2,1
C01235,T0051,SR,Staff Behavior,2025-09-27,2025-10-07,5,10,0
C01236,T0065,SER,Cleanliness,2025-11-26,2025-11-27,5,1,1
C01237,T0010,CR,Catering,2025-04-15,2025-04-19,3,4,0
C01238,T0124,NR,Catering,2024-03-27,2024-03-29,7,2,1
C01239,T0012,WR,Coach Maintenance,2024-07-11,2024-07-17,5,6,0
C01240,T0118,SCR,Security,2024-11-15,2024-11-28,10,13,0
C01241,T0073,SER,Water Availability,2024-06-27,2024-07-01,3,4,0
C01242,T0127,ER,Catering,2024-08-02,2024-08-06,7,4,1
C01243,T0109,SER,Coach Maintenance,2024-02-27,2024-02-29,5,2,1
C01244,T0111,WR,Punctuality,2024-12-27,2025-01-03,3,7,0
C01245,T0059,SER,Coach Maintenance,2024-08-20,2024-08-23,5,3,1
C01246,T0066,WR,Security,2024-10-13,2024-10-19,7,6,1
C01247,T0051,SR,Punctuality,2024-08-25,2024-09-09,10,15,0
C01248,T0129,SR,Cleanliness,2024-06-18,2024-06-27,5,9,0
C01249,T0106,WR,Coach Maintenance,2024-01-14,2024-01-21,5,7,0
C01250,T0130,SR,Punctuality,2024-04-09,2024-04-19,10,10,1
C01251,T0103,NER,Cleanliness,2025-03-28,2025-03-31,5,3,1
C01252,T0063,SCR,Cleanliness,2024-12-06,2024-12-20,10,14,0
C01253,T0023,SER,Catering,2025-07-11,2025-07-21,5,10,0
C01254,T0066,WR,Coach Maintenance,2025-09-14,2025-09-22,3,8,0
C01255,T0108,SR,Water Availability,2024-06-21,2024-07-01,7,10,0
C01256,T0008,CR,Staff Behavior,2024-01-29,2024-01-30,7,1,1
C01257,T0074,WR,Security,2025-01-11,2025-01-15,7,4,1
C01258,T0075,SR,Coach Maintenance,2024-07-17,2024-08-01,10,15,0
C01259,T0102,SCR,Cleanliness,2024-12-08,2024-12-12,10,4,1
C01260,T0022,ER,Security,2025-08-06,2025-08-12,3,6,0
C01261,T0116,NR,Security,2025-10-17,2025-10-23,3,6,0
C01262,T0043,SR,Staff Behavior,2025-07-04,2025-07-08,5,4,1
C01263,T0024,NR,Water Availability,2024-06-03,2024-06-09,7,6,1
C01264,T0108,SR,Catering,2025-04-29,2025-05-09,5,10,0
C01265,T0119,CR,Staff Behavior,2025-12-20,2025-12-26,3,6,0
C01266,T0110,SER,Catering,2025-12-07,2025-12-14,5,7,0
C01267,T0089,SCR,Security,2024-03-21,2024-03-25,5,4,1
C01268,T0053,SCR,Water Availability,2024-04-29,2024-05-05,3,6,0
C01269,T0060,SR,Staff Behavior,2024-07-19,2024-07-24,7,5,1
C01270,T0140,WR,Punctuality,2025-04-09,2025-04-11,3,2,1
C01271,T0062,WR,Staff Behavior,2024-09-27,2024-10-03,7,6,1
C01272,T0104,NER,Coach Maintenance,2024-03-30,2024-04-07,3,8,0
C01273,T0105,SER,Water Availability,2025-08-09,2025-08-15,7,6,1
C01274,T0069,CR,Water Availability,2025-06-21,2025-06-24,3,3,1
C01275,T0080,WR,Punctuality,2024-09-24,2024-10-02,3,8,0
C01276,T0018,NR,Punctuality,2024-11-27,2024-12-08,10,11,0
C01277,T0029,WR,Staff Behavior,2024-02-11,2024-02-21,5,10,0
C01278,T0146,WR,Punctuality,2024-09-15,2024-09-28,10,13,0
C01279,T0019,SR,Staff Behavior,2025-10-27,2025-11-03,10,7,1
C01280,T0023,SER,Catering,2024-05-26,2024-05-27,5,1,1
C01281,T0134,NER,Security,2024-11-26,2024-12-05,7,9,0
C01282,T0012,WR,Water Availability,2024-09-30,2024-10-04,5,4,1
C01283,T0124,NR,Cleanliness,2025-12-24,2025-12-28,7,4,1
C01284,T0013,SER,Staff Behavior,2025-01-29,2025-02-06,5,8,0
C01285,T0087,NR,Cleanliness,2025-05-06,2025-05-17,7,11,0
C01286,T0027,SCR,Punctuality,2025-11-26,2025-12-06,10,10,1
C01287,T0026,ER,Water Availability,2024-02-03,2024-02-15,10,12,0
C01288,T0144,CR,Punctuality,2024-09-10,2024-09-13,3,3,1
C01289,T0098,CR,Coach Maintenance,2025-12-14,2025-12-26,10,12,0
C01290,T0055,SR,Coach Maintenance,2024-05-04,2024-05-05,5,1,1
C01291,T0123,SR,Security,2024-03-17,2024-03-24,3,7,0
C01292,T0081,NER,Catering,2025-11-01,2025-11-08,3,7,0
C01293,T0048,WR,Punctuality,2025-10-24,2025-10-26,5,2,1
C01294,T0023,SER,Security,2025-07-23,2025-07-27,5,4,1
C01295,T0067,WR,Security,2024-06-30,2024-07-06,10,6,1
C01296,T0086,SCR,Water Availability,2024-09-20,2024-09-30,7,10,0
C01297,T0082,SER,Cleanliness,2025-10-28,2025-11-02,3,5,0
C01298,T0150,NER,Security,2024-03-11,2024-03-12,10,1,1
C01299,T0092,NR,Staff Behavior,2024-09-16,2024-09-18,3,2,1
C01300,T0017,SCR,Staff Behavior,2024-05-26,2024-05-29,5,3,1
C01301,T0037,SR,Punctuality,2024-09-03,2024-09-12,5,9,0
C01302,T0064,CR,Water Availability,2024-04-18,2024-04-23,10,5,1
C01303,T0069,CR,Punctuality,2025-11-08,2025-11-19,7,11,0
C01304,T0145,SER,Cleanliness,2025-01-31,2025-02-07,10,7,1
C01305,T0039,ER,Security,2024-11-11,2024-11-12,3,1,1
C01306,T0106,WR,Staff Behavior,2025-12-20,2026-01-01,10,12,0
C01307,T0090,SCR,Punctuality,2025-08-29,2025-09-02,3,4,0
C01308,T0115,NR,Water Availability,2024-08-26,2024-09-07,7,12,0
C01309,T0050,CR,Coach Maintenance,2025-11-03,2025-11-11,5,8,0
C01310,T0023,SER,Cleanliness,2025-08-30,2025-09-10,7,11,0
C01311,T0097,WR,Coach Maintenance,2025-12-07,2025-12-08,3,1,1
C01312,T0014,CR,Security,2025-12-17,2025-12-29,10,12,0
C01313,T0007,NER,Security,2025-07-17,2025-07-24,5,7,0
C01314,T0144,CR,Staff Behavior,2025-07-08,2025-07-16,5,8,0
C01315,T0046,SCR,Security,2025-12-13,2025-12-19,3,6,0
C01316,T0020,NR,Water Availability,2024-10-11,2024-10-23,10,12,0
C01317,T0077,WR,Catering,2025-05-21,2025-05-23,5,2,1
C01318,T0037,SR,Security,2025-02-05,2025-02-14,10,9,1
C01319,T0092,NR,Security,2024-08-06,2024-08-18,7,12,0
C01320,T0027,SCR,Water Availability,2025-11-12,2025-11-25,10,13,0
C01321,T0047,SR,Staff Behavior,2025-09-08,2025-09-11,3,3,1
C01322,T0043,SR,Water Availability,2025-11-16,2025-11-23,7,7,1
C01323,T0124,NR,Catering,2025-06-08,2025-06-13,3,5,0
C01324,T0020,NR,Coach Maintenance,2025-09-13,2025-09-19,7,6,1
C01325,T0105,SER,Catering,2025-03-17,2025-03-20,3,3,1
C01326,T0059,SER,Cleanliness,2025-03-05,2025-03-13,3,8,0
C01327,T0018,NR,Security,2024-04-05,2024-04-06,10,1,1
C01328,T0002,SR,Security,2025-08-06,2025-08-11,3,5,0
C01329,T0148,ER,Water Availability,2025-09-01,2025-09-08,3,7,0
C01330,T0036,CR,Staff Behavior,2024-11-22,2024-11-30,7,8,0
C01331,T0142,ER,Punctuality,2025-04-02,2025-04-15,10,13,0
C01332,T0131,NR,Water Availability,2024-07-25,2024-07-27,7,2,1
C01333,T0111,WR,Coach Maintenance,2025-12-11,2025-12-14,3,3,1
C01334,T0132,SCR,Staff Behavior,2025-06-10,2025-06-12,10,2,1
C01335,T0147,NER,Coach Maintenance,2024-01-20,2024-01-22,5,2,1
C01336,T0139,WR,Staff Behavior,2024-07-06,2024-07-09,7,3,1
C01337,T0147,NER,Water Availability,2025-02-01,2025-02-06,3,5,0
C01338,T0068,SR,Water Availability,2025-10-31,2025-11-09,10,9,1
C01339,T0008,CR,Catering,2024-01-09,2024-01-19,5,10,0
C01340,T0102,SCR,Catering,2025-05-07,2025-05-18,7,11,0
C01341,T0100,NER,Coach Maintenance,2024-02-03,2024-02-10,5,7,0
C01342,T0072,NER,Staff Behavior,2024-12-20,2024-12-21,7,1,1
C01343,T0061,NER,Water Availability,2024-08-19,2024-08-27,7,8,0
C01344,T0032,NER,Catering,2025-10-02,2025-10-10,5,8,0
C01345,T0042,NR,Staff Behavior,2025-11-04,2025-11-06,5,2,1
C01346,T0150,NER,Staff Behavior,2025-04-19,2025-04-21,5,2,1
C01347,T0129,SR,Catering,2025-11-28,2025-11-29,3,1,1
C01348,T0052,CR,Water Availability,2025-07-09,2025-07-10,3,1,1
C01349,T0128,NER,Cleanliness,2024-12-03,2024-12-11,7,8,0
C01350,T0052,CR,Water Availability,2024-12-23,2024-12-26,10,3,1
C01351,T0061,NER,Punctuality,2025-08-21,2025-08-25,7,4,1
C01352,T0015,NER,Staff Behavior,2025-05-25,2025-06-01,3,7,0
C01353,T0079,SCR,Water Availability,2025-03-19,2025-03-24,3,5,0
C01354,T0084,NER,Catering,2025-06-23,2025-06-26,5,3,1
C01355,T0107,WR,Catering,2025-03-03,2025-03-08,5,5,1
C01356,T0024,NR,Staff Behavior,2024-01-09,2024-01-11,5,2,1
C01357,T0103,NER,Staff Behavior,2024-08-03,2024-08-11,10,8,1
C01358,T0104,NER,Catering,2025-06-18,2025-06-22,5,4,1
C01359,T0111,WR,Cleanliness,2025-06-20,2025-06-22,10,2,1
C01360,T0084,NER,Cleanliness,2025-05-15,2025-05-22,3,7,0
C01361,T0056,ER,Staff Behavior,2024-06-22,2024-06-28,10,6,1
C01362,T0124,NR,Coach Maintenance,2025-05-15,2025-05-16,5,1,1
C01363,T0018,NR,Security,2025-03-16,2025-03-18,5,2,1
C01364,T0141,CR,Punctuality,2025-11-14,2025-11-22,3,8,0
C01365,T0005,SCR,Water Availability,2024-01-03,2024-01-13,7,10,0
C01366,T0139,WR,Cleanliness,2024-11-22,2024-11-28,3,6,0
C01367,T0074,WR,Water Availability,2024-07-24,2024-07-31,3,7,0
C01368,T0013,SER,Catering,2025-02-25,2025-03-08,10,11,0
C01369,T0089,SCR,Coach Maintenance,2025-03-18,2025-03-20,7,2,1
C01370,T0127,ER,Staff Behavior,2024-06-03,2024-06-10,5,7,0
C01371,T0130,SR,Catering,2025-12-24,2025-12-29,10,5,1
C01372,T0089,SCR,Punctuality,2024-12-26,2024-12-31,3,5,0
C01373,T0011,SER,Water Availability,2025-11-23,2025-11-26,3,3,1
C01374,T0013,SER,Punctuality,2024-01-09,2024-01-11,7,2,1
C01375,T0008,CR,Staff Behavior,2025-12-14,2025-12-25,7,11,0
C01376,T0033,SR,Security,2024-03-25,2024-04-01,5,7,0
C01377,T0096,SR,Staff Behavior,2025-04-08,2025-04-10,5,2,1
C01378,T0074,WR,Punctuality,2024-02-11,2024-02-12,3,1,1
C01379,T0029,WR,Staff Behavior,2024-03-10,2024-03-13,5,3,1
C01380,T0104,NER,Punctuality,2025-11-10,2025-11-15,3,5,0
C01381,T0046,SCR,Water Availability,2024-09-29,2024-10-02,3,3,1
C01382,T0064,CR,Catering,2024-10-29,2024-11-01,5,3,1
C01383,T0124,NR,Water Availability,2024-12-25,2025-01-01,7,7,1
C01384,T0101,ER,Punctuality,2025-11-27,2025-12-07,5,10,0
C01385,T0147,NER,Coach Maintenance,2024-09-01,2024-09-07,7,6,1
C01386,T0075,SR,Coach Maintenance,2024-04-09,2024-04-19,5,10,0
C01387,T0141,CR,Punctuality,2025-09-02,2025-09-05,5,3,1
C01388,T0057,WR,Staff Behavior,2025-06-30,2025-07-12,7,12,0
C01389,T0139,WR,Security,2025-08-29,2025-09-10,10,12,0
C01390,T0029,WR,Staff Behavior,2024-11-06,2024-11-08,7,2,1
C01391,T0082,SER,Coach Maintenance,2024-06-19,2024-06-22,3,3,1
C01392,T0051,SR,Water Availability,2024-12-27,2025-01-04,10,8,1
C01393,T0137,NER,Security,2024-05-15,2024-05-20,10,5,1
C01394,T0001,SR,Staff Behavior,2024-02-19,2024-02-23,10,4,1
C01395,T0073,SER,Coach Maintenance,2024-09-01,2024-09-05,7,4,1
C01396,T0030,NR,Staff Behavior,2025-06-10,2025-06-15,5,5,1
C01397,T0097,WR,Water Availability,2024-09-14,2024-09-16,5,2,1
C01398,T0023,SER,Water Availability,2025-06-29,2025-07-11,10,12,0
C01399,T0038,ER,Punctuality,2024-06-30,2024-07-07,7,7,1
C01400,T0022,ER,Punctuality,2025-12-27,2025-12-31,3,4,0
C01401,T0084,NER,Cleanliness,2024-12-22,2024-12-24,3,2,1
C01402,T0095,CR,Security,2024-12-10,2024-12-19,10,9,1
C01403,T0064,CR,Water Availability,2024-01-01,2024-01-06,5,5,1
C01404,T0019,SR,Punctuality,2025-08-08,2025-08-12,7,4,1
C01405,T0090,SCR,Security,2025-02-01,2025-02-05,10,4,1
C01406,T0018,NR,Cleanliness,2025-01-12,2025-01-24,7,12,0
C01407,T0084,NER,Water Availability,2024-12-27,2025-01-03,3,7,0
C01408,T0021,CR,Water Availability,2025-05-24,2025-05-25,10,1,1
C01409,T0066,WR,Staff Behavior,2024-11-30,2024-12-12,7,12,0
C01410,T0140,WR,Cleanliness,2025-07-26,2025-08-02,7,7,1
C01411,T0028,SER,Coach Maintenance,2025-06-09,2025-06-17,3,8,0
C01412,T0068,SR,Staff Behavior,2025-12-12,2025-12-16,5,4,1
C01413,T0042,NR,Coach Maintenance,2025-12-19,2025-12-29,5,10,0
C01414,T0092,NR,Cleanliness,2025-09-15,2025-09-23,3,8,0
C01415,T0025,WR,Staff Behavior,2024-03-10,2024-03-12,3,2,1
C01416,T0052,CR,Security,2024-04-23,2024-05-01,7,8,0
C01417,T0065,SER,Cleanliness,2024-05-31,2024-06-10,7,10,0
C01418,T0101,ER,Coach Maintenance,2025-11-03,2025-11-10,10,7,1
C01419,T0077,WR,Cleanliness,2025-09-19,2025-09-25,3,6,0
C01420,T0081,NER,Staff Behavior,2025-10-17,2025-10-26,10,9,1
C01421,T0052,CR,Punctuality,2025-06-04,2025-06-08,5,4,1
C01422,T0023,SER,Catering,2025-02-15,2025-02-17,7,2,1
C01423,T0022,ER,Cleanliness,2024-04-05,2024-04-06,7,1,1
C01424,T0114,ER,Catering,2025-01-04,2025-01-19,10,15,0
C01425,T0082,SER,Water Availability,2025-10-19,2025-10-23,5,4,1
C01426,T0090,SCR,Punctuality,2025-12-05,2025-12-09,3,4,0
C01427,T0013,SER,Cleanliness,2024-11-29,2024-12-10,7,11,0
C01428,T0009,WR,Catering,2024-06-24,2024-06-26,3,2,1
C01429,T0069,CR,Water Availability,2024-04-24,2024-05-04,7,10,0
C01430,T0081,NER,Catering,2025-10-22,2025-11-01,10,10,1
C01431,T0107,WR,Punctuality,2024-02-02,2024-02-05,5,3,1
C01432,T0084,NER,Security,2025-12-06,2025-12-07,7,1,1
C01433,T0039,ER,Catering,2025-01-20,2025-01-25,7,5,1
C01434,T0056,ER,Catering,2024-10-05,2024-10-09,5,4,1
C01435,T0106,WR,Catering,2025-06-15,2025-06-19,3,4,0
C01436,T0064,CR,Security,2025-03-23,2025-03-26,7,3,1
C01437,T0077,WR,Cleanliness,2025-11-02,2025-11-07,5,5,1
C01438,T0024,NR,Water Availability,2025-05-13,2025-05-21,7,8,0
C01439,T0099,SCR,Cleanliness,2024-11-09,2024-11-13,5,4,1
C01440,T0077,WR,Cleanliness,2025-12-10,2025-12-11,7,1,1
C01441,T0049,SER,Punctuality,2024-09-18,2024-10-01,10,13,0
C01442,T0055,SR,Water Availability,2024-11-03,2024-11-12,5,9,0
C01443,T0075,SR,Punctuality,2025-02-11,2025-02-18,5,7,0
C01444,T0020,NR,Punctuality,2025-09-13,2025-09-14,3,1,1
C01445,T0145,SER,Catering,2025-04-14,2025-04-21,3,7,0
C01446,T0046,SCR,Punctuality,2025-07-29,2025-08-08,7,10,0
C01447,T0007,NER,Staff Behavior,2025-01-20,2025-01-28,3,8,0
C01448,T0030,NR,Cleanliness,2025-11-18,2025-11-22,7,4,1
C01449,T0150,NER,Staff Behavior,2024-05-24,2024-05-26,10,2,1
C01450,T0038,ER,Security,2024-07-06,2024-07-10,10,4,1
C01451,T0142,ER,Security,2025-03-06,2025-03-13,7,7,1
C01452,T0073,SER,Cleanliness,2024-10-21,2024-10-22,10,1,1
C01453,T0139,WR,Staff Behavior,2025-11-16,2025-11-23,3,7,0
C01454,T0149,NER,Staff Behavior,2024-12-01,2024-12-02,5,1,1
C01455,T0018,NR,Staff Behavior,2025-08-26,2025-09-07,7,12,0
C01456,T0021,CR,Coach Maintenance,2024-10-24,2024-10-28,3,4,0
C01457,T0038,ER,Staff Behavior,2025-08-13,2025-08-23,5,10,0
C01458,T0101,ER,Cleanliness,2024-04-09,2024-04-17,3,8,0
C01459,T0054,CR,Security,2024-08-22,2024-08-23,5,1,1
C01460,T0021,CR,Staff Behavior,2025-05-20,2025-05-24,3,4,0
C01461,T0115,NR,Water Availability,2024-07-20,2024-07-21,3,1,1
C01462,T0100,NER,Punctuality,2024-10-24,2024-10-27,5,3,1
C01463,T0020,NR,Staff Behavior,2025-02-10,2025-02-14,7,4,1
C01464,T0060,SR,Coach Maintenance,2025-06-28,2025-07-03,3,5,0
C01465,T0110,SER,Water Availability,2025-05-27,2025-06-09,10,13,0
C01466,T0072,NER,Catering,2024-08-26,2024-08-30,10,4,1
C01467,T0114,ER,Coach Maintenance,2025-12-24,2026-01-03,5,10,0
C01468,T0087,NR,Punctuality,2025-06-28,2025-07-05,5,7,0
C01469,T0081,NER,Staff Behavior,2025-05-18,2025-05-23,5,5,1
C01470,T0123,SR,Water Availability,2024-06-01,2024-06-03,5,2,1
C01471,T0094,NER,Punctuality,2024-12-20,2025-01-01,7,12,0
C01472,T0116,NR,Water Availability,2024-08-01,2024-08-06,10,5,1
C01473,T0026,ER,Cleanliness,2024-04-13,2024-04-18,5,5,1
C01474,T0031,WR,Security,2024-04-24,2024-05-03,5,9,0
C01475,T0053,SCR,Water Availability,2024-12-25,2025-01-05,10,11,0
C01476,T0116,NR,Catering,2024-08-06,2024-08-12,7,6,1
C01477,T0087,NR,Coach Maintenance,2024-08-13,2024-08-15,7,2,1
C01478,T0082,SER,Punctuality,2024-03-10,2024-03-19,10,9,1
C01479,T0047,SR,Catering,2025-01-07,2025-01-13,3,6,0
C01480,T0015,NER,Coach Maintenance,2025-07-31,2025-08-05,5,5,1
C01481,T0028,SER,Staff Behavior,2024-01-17,2024-01-20,3,3,1
C01482,T0131,NR,Staff Behavior,2024-07-17,2024-07-24,5,7,0
C01483,T0051,SR,Cleanliness,2025-07-19,2025-07-27,7,8,0
C01484,T0027,SCR,Catering,2024-07-05,2024-07-06,7,1,1
C01485,T0013,SER,Staff Behavior,2024-10-20,2024-10-23,7,3,1
C01486,T0068,SR,Staff Behavior,2025-05-31,2025-06-02,7,2,1
C01487,T0008,CR,Coach Maintenance,2025-03-18,2025-03-19,3,1,1
C01488,T0145,SER,Punctuality,2025-02-11,2025-02-16,7,5,1
C01489,T0019,SR,Coach Maintenance,2024-06-20,2024-07-01,7,11,0
C01490,T0010,CR,Water Availability,2024-06-24,2024-06-30,7,6,1
C01491,T0007,NER,Catering,2024-07-14,2024-07-20,5,6,0
